UserId,Gender,AgeSept2018,IsAdvantaged
8161,2,14,1
8291,2,14,1
11562,2,12,1
17829,2,13,1
17875,2,12,1
11605,1,13,1
11616,2,13,1
11648,1,13,1
11653,2,14,1
11668,1,12,1
11682,1,14,1
11693,2,12,1
11700,2,13,1
11718,2,13,1
11724,2,13,1
11746,2,13,1
11789,1,12,1
11800,1,14,1
11814,1,13,1
11825,2,13,1
11832,1,13,1
11839,2,14,1
11854,1,12,1
11857,2,12,1
11924,2,12,0
11933,1,13,1
11938,1,13,1
11945,1,13,1
11960,2,12,0
11966,1,12,1
11985,2,13,1
12006,1,12,1
12016,2,12,0
12026,1,12,1
12041,2,12,1
12079,1,12,1
12085,1,12,0
12102,2,14,1
12109,1,13,0
12120,1,13,1
12130,2,13,1
12166,2,12,1
12201,2,13,1
12211,1,13,1
12240,1,12,1
12250,2,13,1
12253,2,14,1
12258,1,13,1
12262,1,12,1
12264,2,13,1
12282,2,14,1
12287,1,12,1
17206,1,9,0
17230,1,9,1
17248,1,9,0
17314,1,6,1
17321,2,8,1
17329,2,9,0
17335,2,7,1
17339,2,8,0
17370,1,7,1
17405,2,9,1
17425,1,7,1
17432,2,9,1
17453,1,8,0
17467,1,6,1
17485,1,9,0
17492,1,9,1
17499,2,9,1
17506,2,8,1
17510,1,6,1
17517,1,8,1
17523,1,9,0
17528,2,8,1
17561,1,7,1
17572,2,8,1
17580,1,8,0
17583,2,6,0
17590,2,8,1
9653,1,7,0
9661,2,7,0
9673,2,9,0
9695,2,9,1
9701,2,9,0
9703,2,7,0
9707,2,9,1
9711,2,8,0
9714,2,8,0
9731,2,6,0
9743,2,8,0
9748,1,8,0
9755,1,9,0
9771,2,7,0
9778,1,9,0
9786,1,9,1
9804,2,8,0
9833,2,9,0
9872,2,9,0
9893,2,6,0
9905,2,8,0
10797,1,8,1
11007,1,10,1
12401,2,8,0
12505,1,10,1
12548,2,7,0
16616,2,14,0
19,2,12,1
21,2,12,1
75,1,15,1
114,2,12,1
9041,2,14,0
17850,2,13,1
508,2,15,0
12,2,13,1
11028,1,15,1
14617,1,10,1
14640,2,7,1
14647,1,7,1
14680,1,10,1
14697,2,10,0
14722,1,7,1
14756,1,10,1
16382,2,7,1
14828,2,10,1
14890,2,7,0
14896,2,7,1
14901,1,8,1
1469,1,6,0
6941,2,15,1
6992,2,15,1
7004,2,15,1
7101,2,15,1
14425,2,14,1
10420,2,12,0
10437,1,12,1
10444,2,14,1
10463,2,14,1
10469,2,14,0
10486,2,13,1
10525,1,12,1
10538,2,13,1
10557,2,12,1
10601,2,13,0
10644,1,13,0
10660,1,13,0
10671,2,13,0
10682,2,13,1
10728,2,14,1
10750,2,12,0
10779,1,14,0
10793,2,14,1
10805,1,13,1
10819,1,14,0
10840,1,14,0
10847,2,12,0
10858,2,14,0
10892,1,14,0
10897,1,12,1
10915,2,12,0
10922,2,14,0
10936,1,12,1
10947,1,12,1
10966,1,13,0
11016,1,12,1
11040,1,14,0
11052,1,12,1
11058,2,12,1
11073,2,13,0
11083,2,12,0
11115,2,12,0
11124,1,13,0
11140,2,13,1
11148,2,14,1
11165,1,12,0
11191,1,13,0
11202,2,12,1
11223,2,13,1
11240,1,12,0
11258,2,12,1
11277,1,14,0
11289,2,13,1
11312,2,12,0
11319,1,13,1
11344,1,14,1
11349,1,12,0
11359,1,12,1
16046,2,14,0
16079,2,14,1
16100,1,14,1
16111,1,14,0
2700,1,14,1
2752,1,14,1
2839,1,14,1
2895,1,14,1
3058,1,14,1
3065,1,14,0
3176,1,14,1
3193,2,14,0
3271,1,14,1
3436,2,14,1
3450,2,14,1
3574,2,14,1
3660,1,14,1
3751,2,14,1
3797,1,14,1
6506,2,14,1
6551,1,14,1
6583,2,14,1
6623,2,14,1
6639,2,14,1
6681,2,14,1
6694,1,14,1
6745,1,14,1
6759,1,14,1
6807,1,14,1
6828,2,14,1
6831,2,14,1
6891,2,14,1
6948,2,14,1
7182,2,14,1
7363,2,14,1
7406,1,14,1
2143,1,14,1
7666,1,14,1
7736,2,14,1
7893,1,14,1
7931,2,14,1
8103,2,14,0
8163,2,14,1
8178,1,14,1
8189,2,14,1
8244,2,14,1
8252,2,14,1
9001,2,12,1
12418,1,14,1
12513,1,14,0
12706,1,14,1
12986,2,14,1
13021,1,14,1
13028,2,14,1
13036,2,14,1
13059,1,14,1
16065,2,12,1
16099,2,12,0
17271,1,13,0
17356,2,13,1
17526,1,14,0
17600,2,13,1
17609,1,13,0
17642,2,14,1
17656,2,13,0
697,1,15,1
4810,2,14,1
4844,2,14,1
4852,2,14,1
4957,2,14,1
7803,2,14,1
5020,1,14,1
5139,2,14,1
5369,2,14,1
5630,2,14,1
6433,1,12,1
6446,1,14,1
6452,1,12,1
6467,1,12,1
6471,1,12,1
6478,1,14,1
6490,1,12,1
6500,2,13,1
6505,2,13,1
6509,1,14,1
6517,2,14,1
6541,2,12,1
6605,1,14,1
6622,1,14,1
6638,1,14,1
6666,1,12,1
6686,2,14,1
6689,2,14,1
6695,2,12,1
6709,1,14,0
6747,2,14,0
6776,2,13,1
6797,1,12,1
6844,1,12,1
6855,1,12,1
6862,1,13,1
6869,2,14,1
6947,2,13,1
6954,2,13,1
7008,2,14,1
7029,1,13,1
7044,2,12,1
7054,1,13,0
7071,2,12,0
7100,1,12,1
7102,1,13,1
1621,1,14,1
7210,2,14,1
7273,1,12,1
7453,1,14,1
7488,2,14,1
7922,2,14,1
7961,2,14,1
8089,2,14,1
8200,2,14,1
8620,1,12,0
8640,1,13,1
8641,2,14,1
8653,2,13,1
8667,2,13,1
8669,1,13,0
8714,2,13,0
8719,1,12,0
8751,1,14,1
8758,2,13,1
8773,2,13,1
8786,2,13,1
8801,1,14,1
8829,1,14,0
8830,2,12,0
8855,2,13,0
8876,1,13,1
8891,1,14,1
8925,2,13,1
8933,2,13,0
8962,1,14,0
10256,2,14,1
10271,2,13,1
10472,2,14,1
10661,2,14,1
10877,2,14,1
11026,2,14,1
11061,2,14,1
11125,2,14,1
11267,1,14,1
8293,2,14,0
8526,2,14,1
8610,2,14,1
8967,1,14,1
9108,1,14,1
10514,2,15,1
10529,2,15,1
16529,2,13,1
16574,2,14,1
14022,2,14,1
14083,2,14,1
14291,1,14,0
14313,1,14,0
14355,2,14,1
14392,1,14,1
14417,2,14,1
883,1,14,1
2508,1,14,0
2605,1,14,1
2631,1,14,1
2644,1,14,1
2731,1,14,1
2746,1,14,1
2780,1,14,1
2817,1,14,1
2870,1,14,1
2921,1,14,1
7436,2,14,1
7458,2,13,1
7470,2,14,1
7529,2,14,1
4877,2,14,0
5122,1,13,1
7587,1,14,1
7652,1,14,1
7679,1,14,1
7737,2,14,1
7759,2,14,1
7802,2,13,1
7844,2,14,1
7878,1,14,1
7879,2,14,1
7892,2,14,1
7923,1,14,1
7954,1,13,1
7990,1,14,1
8057,2,14,0
8090,1,14,1
9867,2,14,1
9902,2,14,1
9914,1,14,1
9998,1,14,1
10105,2,14,1
10257,1,14,1
10264,1,14,1
10332,2,14,1
10353,1,14,1
10391,1,14,0
10399,2,14,0
11776,1,14,1
11874,1,14,1
11967,1,14,1
11978,1,14,1
12044,1,14,1
12071,1,14,0
12180,1,14,1
12239,1,14,1
12349,1,14,1
14319,1,14,1
66,1,14,1
71,1,14,1
85,2,14,0
182,2,14,0
197,2,14,1
213,1,14,0
225,2,14,1
463,2,14,0
579,1,14,1
704,1,14,0
943,1,15,1
947,2,15,1
962,2,15,1
981,2,12,1
988,2,15,0
2771,1,14,1
2809,1,14,1
2826,1,14,1
2827,2,14,1
3061,2,14,1
3129,2,14,1
3231,2,14,0
3397,2,14,1
3416,2,14,1
6142,2,14,0
6147,1,14,0
6172,1,14,1
6180,1,14,1
6181,2,14,0
6200,1,14,0
8310,2,14,1
10600,2,14,1
10734,2,14,1
11146,1,14,0
11185,2,14,1
11263,2,14,1
11394,2,14,0
11544,1,14,0
6816,2,14,1
13069,1,14,0
13177,1,14,1
13488,2,14,1
13631,2,14,1
13661,1,14,1
13712,1,14,1
13913,2,14,1
14050,1,14,1
14195,1,14,1
14308,2,13,1
14371,2,14,0
14387,1,13,1
14460,1,14,1
14524,2,14,1
14533,2,13,1
726,2,14,1
839,1,14,1
1336,2,14,1
1411,1,12,1
1412,1,14,0
1422,2,15,1
1432,2,14,1
1468,1,14,1
1559,2,14,1
1624,1,14,0
1678,1,14,0
1730,1,14,1
1970,2,14,1
2011,1,15,1
2043,1,15,0
2609,1,14,1
4314,1,14,1
4436,1,14,1
4491,1,15,1
4518,2,13,1
4526,1,14,1
4551,1,15,1
4628,1,15,1
4637,1,15,1
4654,2,15,1
4700,1,15,1
4722,2,15,1
4767,1,13,1
4788,1,14,1
4802,2,13,1
5291,1,14,0
5317,2,13,1
5330,1,14,1
5349,2,13,0
5353,1,14,0
5374,2,14,1
5377,1,13,0
5427,1,13,1
5490,1,14,1
5508,1,14,1
6115,2,14,1
6163,1,14,0
6174,2,14,1
6212,2,14,1
6253,1,14,1
9447,2,14,1
9466,1,14,1
9517,2,14,1
9534,2,14,1
9567,1,14,0
9568,2,14,1
9719,1,14,1
9787,2,14,1
9799,2,14,1
9813,1,14,1
9837,1,14,1
9838,1,14,1
7354,1,14,1
13366,2,14,0
13447,1,14,1
13448,2,14,1
13506,2,14,1
13563,2,14,1
13582,1,14,1
13586,1,14,1
13596,2,14,1
13634,1,14,1
13703,2,14,1
13789,1,14,1
13807,1,14,1
14820,2,14,1
14882,2,14,1
14900,2,14,1
15324,1,13,1
15360,1,15,1
15411,1,13,1
15475,1,12,1
15490,1,13,0
15585,1,13,1
15602,1,13,1
15716,1,13,1
15728,1,14,1
15739,2,14,1
15777,2,14,0
15847,1,15,0
15927,1,15,1
15935,1,12,0
15953,1,14,0
15991,1,12,1
15992,2,12,1
16974,1,13,1
16977,1,12,0
16991,2,12,1
17024,1,12,1
17053,2,13,1
17068,1,12,1
17070,1,14,0
17083,1,13,1
17087,1,12,1
17101,2,12,0
17102,1,12,1
17133,2,14,1
17134,2,14,1
17150,1,14,1
17170,2,14,1
17181,1,12,1
17213,2,13,1
17216,1,13,0
17235,2,13,0
17233,2,12,1
17250,1,12,1
17249,1,14,1
17264,1,12,1
17267,1,12,1
17280,1,14,1
17311,1,13,1
17315,2,13,1
17328,1,12,1
17337,2,14,0
17408,2,14,1
17635,2,14,1
658,1,14,1
665,1,14,1
809,1,14,1
826,1,14,1
854,1,14,1
980,1,14,1
1012,1,14,1
1039,1,14,1
1078,1,12,1
1099,1,14,1
1228,2,13,0
1239,1,12,0
1248,1,13,0
1350,1,13,1
1613,1,14,1
1626,2,14,1
1634,2,12,0
1651,2,12,1
1662,2,14,1
1686,1,12,0
1775,1,14,1
2241,2,14,1
2331,2,14,0
2361,1,14,1
2389,1,14,1
2417,1,14,1
2440,2,14,1
2565,1,14,1
2579,1,14,1
2589,1,14,1
2601,2,14,1
2629,2,14,1
2669,1,14,1
2726,2,14,1
2805,1,14,1
2838,2,15,0
2871,2,14,1
2884,2,14,0
4131,1,14,1
4169,2,14,1
4170,2,14,1
4178,2,15,1
4182,2,15,1
4194,1,14,0
4400,1,14,0
4403,1,14,1
4425,1,14,0
4495,2,14,1
4510,1,15,0
4570,2,14,1
4598,2,14,1
4606,1,15,1
4621,2,14,1
4709,1,14,1
4710,1,14,1
4728,1,14,0
4782,1,14,1
4786,2,15,1
4840,2,14,1
4866,2,14,1
4980,1,14,1
5099,1,14,1
5131,2,15,1
5165,2,14,0
6611,2,14,1
7786,2,10,1
7788,2,8,1
7798,1,10,1
7828,1,7,1
7862,1,8,1
8327,1,14,1
8346,1,15,1
8464,2,15,1
8782,2,14,1
14942,2,14,1
14996,2,14,1
15047,1,14,1
15063,2,14,1
15070,1,14,1
15100,2,14,1
15118,1,14,1
15132,2,14,1
15146,1,14,1
15216,2,14,1
15315,2,14,1
15325,2,14,1
15368,1,14,0
16447,2,14,1
16531,1,14,1
