UserId,Gender,AgeSept2018,IsAdvantaged
8562,2,14,0
8574,2,14,1
8605,2,14,1
8668,2,14,1
8920,2,14,1
9009,1,14,1
9199,1,14,0
9211,1,14,0
10565,1,15,1
16526,1,14,1
14028,2,14,1
14132,2,14,1
14188,2,13,0
14263,1,14,1
14315,1,14,1
14399,1,14,1
14405,1,14,1
14419,2,14,1
2369,1,14,1
2396,1,14,1
2409,1,14,1
2427,1,15,1
2722,1,14,1
2737,1,14,0
2832,1,14,1
7475,1,13,1
7509,1,13,0
7511,1,14,0
4996,2,14,1
7597,1,13,0
7628,2,14,1
7659,2,14,1
7691,1,14,0
7731,2,14,1
7793,1,15,1
7872,1,14,1
7902,1,14,1
8001,2,14,1
8016,1,14,1
8032,1,14,1
8044,2,14,1
8112,1,14,1
9852,2,14,1
9880,2,14,0
9916,2,14,1
10128,2,14,1
10282,2,14,1
10304,1,14,1
10395,2,14,1
12051,1,14,1
12255,1,14,1
12317,1,14,1
12325,1,14,1
14297,2,14,1
16262,2,14,1
64,2,14,1
76,2,14,1
141,2,14,1
169,1,14,1
245,1,14,0
1279,1,15,1
2858,1,14,1
2893,2,14,1
3147,2,14,1
3196,1,14,1
3405,1,14,1
6069,2,14,1
6154,1,14,1
6156,1,14,1
10822,1,14,0
10906,2,14,1
10988,2,14,1
11071,2,14,1
11095,2,14,1
11108,2,14,1
11171,2,14,1
11224,1,14,1
11239,1,14,1
11352,1,14,1
6635,1,14,1
6826,1,14,1
11606,2,14,1
13154,1,14,1
13281,1,14,1
13519,1,14,1
13611,2,14,1
13645,1,14,1
13717,1,14,1
13743,2,14,1
13890,2,14,1
14305,1,14,1
14317,2,14,1
14367,1,14,1
1418,2,14,1
1477,1,13,0
1492,1,14,0
1617,1,15,1
1825,2,14,1
1889,1,14,0
1891,2,14,1
1927,2,14,1
1956,1,15,1
1967,2,14,0
1973,2,14,1
1984,1,14,1
2057,1,15,0
2672,2,14,1
2841,1,14,1
4140,1,9,0
4373,1,14,1
4406,2,14,1
4428,1,14,1
4503,1,14,1
4557,1,13,1
4607,1,13,1
4643,1,14,1
4665,1,15,1
4686,1,14,1
4819,1,15,1
5273,2,14,0
5346,2,14,1
5350,2,13,0
5370,2,13,1
5399,1,14,1
5435,1,14,0
5450,2,14,1
5515,2,14,1
5544,2,14,1
5546,2,14,1
6120,1,14,1
6129,2,14,0
6160,1,14,1
6186,1,14,1
6197,1,14,1
6204,2,14,1
6206,2,14,0
6213,1,14,1
6215,1,14,1
8156,1,14,1
9509,1,14,1
9543,1,14,0
9573,1,14,1
9642,2,14,0
9644,1,14,0
9683,2,14,1
9685,2,14,1
9727,2,14,1
9752,1,14,1
9766,1,14,1
9769,1,14,1
9819,1,14,1
9829,1,14,1
10536,1,14,1
13188,2,14,1
13250,2,14,0
13267,2,14,0
13319,2,14,0
13403,1,14,0
13441,2,14,0
13530,2,14,0
13537,2,14,1
13558,1,14,1
13566,2,14,1
13575,1,14,1
13617,2,14,1
13629,1,14,1
13797,2,14,1
14814,2,14,1
14831,2,14,0
15328,1,14,1
15391,1,13,1
15417,1,15,1
15428,1,12,0
15460,1,13,1
15547,2,13,1
15596,1,15,1
15757,2,13,0
15769,1,14,0
15772,2,13,1
15844,1,15,0
15860,1,13,1
15912,2,13,0
15985,1,15,0
16002,2,12,1
16006,2,13,0
16981,2,13,0
16997,2,14,1
17013,1,12,1
17046,1,13,1
17074,2,14,1
17076,2,12,1
17091,1,12,1
17093,2,12,0
17110,1,14,1
17125,1,14,1
17128,1,12,1
17143,1,14,1
17173,1,12,1
367,1,13,0
17199,1,13,1
440,2,14,1
17207,1,13,1
17222,2,12,1
17224,2,12,1
17239,1,13,0
17256,1,14,1
17273,1,14,1
17288,2,13,1
17290,1,14,1
17305,2,13,1
17320,1,12,1
17341,2,13,1
17342,1,14,1
805,1,14,1
815,1,14,1
817,1,14,1
819,1,14,1
831,1,14,1
891,1,14,1
908,1,14,1
926,1,14,1
989,1,14,1
1153,1,14,1
1242,1,12,0
1288,2,13,1
1370,2,14,1
1480,2,14,1
1495,2,14,0
1504,1,14,1
1505,1,14,1
1515,1,14,1
1557,1,14,1
1567,2,14,1
2225,1,14,1
2335,1,14,1
2367,2,14,1
2464,1,14,1
2544,2,14,1
2772,2,14,1
2788,2,14,1
2850,2,14,1
4145,1,15,1
4152,1,14,1
4159,1,14,1
4160,2,14,0
4173,2,14,1
4187,1,14,1
4246,2,14,1
4263,1,15,1
4452,2,15,1
4497,1,14,1
4505,1,14,1
4568,2,14,1
4572,1,14,1
4595,2,14,1
4669,1,14,1
4695,2,14,1
4714,2,14,1
4757,1,14,1
4773,2,14,1
4775,1,14,1
4823,2,15,1
5056,2,14,1
5092,1,14,1
6434,2,14,0
6782,1,14,1
7277,2,15,1
7778,2,8,0
7780,1,7,1
7807,1,9,1
7821,1,7,1
7837,1,8,1
7855,1,8,1
7868,2,9,1
7873,1,8,1
7914,2,7,1
7938,1,7,1
8591,2,14,1
14912,2,14,1
14932,2,14,1
15037,2,14,1
6774,1,14,1
15310,1,14,1
15322,1,14,1
15393,1,14,1
15421,2,14,1
15435,2,14,0
15449,2,14,0
8289,2,14,1
15533,2,14,1
15539,1,14,1
15717,2,14,1
15068,1,14,1
16524,2,13,0
16584,2,14,0
16825,1,13,1
17391,2,14,1
16945,1,13,1
16963,2,13,1
16965,2,14,1
219,2,9,1
235,1,9,1
433,1,13,1
453,1,14,1
487,1,13,1
510,1,13,1
1900,2,13,1
3037,2,14,1
3087,1,13,1
3136,1,11,1
3322,1,11,1
3406,1,12,1
3589,2,12,1
4316,1,9,1
4349,2,9,1
4350,1,6,1
4414,2,6,0
6265,1,10,0
6278,2,7,1
8785,1,13,1
11636,1,15,1
11649,1,13,1
11698,1,12,1
11713,1,15,1
11731,1,13,1
11742,1,14,1
11759,1,14,1
11824,1,14,0
11991,1,14,1
12028,1,12,1
12161,1,13,1
12330,1,15,0
12338,1,13,1
12400,1,13,1
12405,1,15,1
12414,1,15,0
13968,1,13,1
15026,2,14,1
15816,1,14,1
15853,1,14,1
16200,1,7,0
16201,2,8,0
16208,1,9,0
16398,1,10,0
16625,2,14,0
942,1,13,1
2201,1,14,1
2208,2,13,0
2231,2,14,0
2232,2,14,1
2242,1,14,1
2307,2,14,1
2318,2,13,0
2346,2,14,1
2392,2,14,1
2418,2,14,1
2499,2,13,1
2510,2,14,1
2617,1,14,1
2670,2,14,1
2674,2,14,1
2683,1,13,1
2745,1,14,1
2781,1,14,1
2796,1,14,1
3396,1,11,1
3425,2,11,1
3558,2,11,1
5629,2,11,1
5646,2,11,1
5769,1,11,1
5784,1,11,1
5801,1,11,0
5816,1,11,1
5834,1,11,1
5847,1,11,1
5867,2,11,1
5894,1,11,1
6385,1,11,1
13813,1,13,1
13847,2,13,1
13908,2,13,1
7942,1,10,0
7945,2,10,1
7977,2,10,0
7983,1,10,1
7985,1,10,1
8010,2,10,1
8018,2,10,0
8042,2,10,0
8049,1,10,1
8058,2,10,1
8076,2,10,0
8083,1,10,1
8084,2,10,1
8104,2,10,0
10296,2,11,1
10298,1,13,0
10310,1,14,1
10312,2,13,1
10328,1,11,0
10331,2,11,1
10344,2,11,1
10362,2,14,0
10381,1,13,1
10382,2,11,1
10402,1,12,1
10425,1,11,1
10426,2,14,1
10433,1,13,1
10458,1,14,0
10491,1,11,0
10497,2,13,1
10521,2,14,0
10590,2,12,0
10614,2,14,1
10615,1,12,0
10622,2,11,0
10646,1,14,0
10648,2,12,1
10680,2,14,0
10687,2,13,1
10714,2,11,0
10722,2,14,1
10755,2,14,1
10789,1,12,0
10845,2,13,0
10879,2,13,0
10887,1,14,1
10911,2,12,1
16567,2,11,1
10986,2,12,0
11011,2,12,1
11054,2,14,0
11111,2,11,0
11114,2,14,0
11127,2,13,1
11150,1,11,1
11188,1,13,1
11189,1,11,0
11211,1,12,0
11220,1,14,1
11247,2,14,0
11252,2,12,0
11281,1,12,1
11310,1,11,0
11317,2,12,0
11325,2,11,1
11377,2,14,0
11420,1,12,0
23,2,14,1
27,2,14,1
39,1,12,1
181,2,12,1
14967,2,13,1
14991,2,14,1
15440,1,13,1
6395,1,10,1
16399,1,10,1
16433,1,10,1
16458,1,10,1
16461,1,10,1
6701,1,10,1
16600,2,10,1
1729,2,10,0
2912,2,9,0
2914,1,9,1
2922,2,9,1
2923,1,9,0
2957,2,9,1
2980,1,9,0
2983,1,9,0
3010,1,9,0
3013,1,9,1
3168,2,9,0
13181,1,10,0
13187,1,10,1
13215,2,10,1
13219,1,10,1
13223,2,10,1
13243,2,10,1
13245,2,10,1
13251,2,10,1
13252,2,10,1
13277,1,10,1
13282,1,10,1
13284,1,10,1
13308,1,10,1
13309,1,10,1
13318,2,10,1
13341,2,10,1
13343,1,10,1
13350,2,10,1
13352,1,10,1
13376,2,10,1
13381,1,10,1
13384,1,10,1
13407,1,10,1
13411,2,10,0
13412,2,10,1
14650,2,10,1
14654,2,10,0
14664,1,10,1
15240,1,10,1
14682,2,10,1
14684,2,10,1
14686,2,10,1
14691,1,10,1
14693,2,10,1
14716,1,10,1
14718,2,10,1
14725,1,10,1
14727,2,10,1
14750,1,10,1
14752,2,10,0
14759,2,10,1
14764,2,10,1
14784,1,10,1
14786,2,10,1
14791,1,10,1
14793,2,10,1
15075,2,10,1
15076,2,10,1
15081,2,10,1
15083,1,10,1
15114,1,10,1
15108,1,10,0
15115,2,10,1
15125,2,10,1
15145,1,10,1
15147,2,10,0
15181,1,10,1
15335,1,10,1
17007,1,10,0
17044,1,10,1
17078,1,10,1
17080,1,10,1
17103,2,10,1
17131,1,10,1
17164,1,10,0
17171,2,10,1
17200,2,10,1
17198,2,10,1
11919,1,10,1
17242,1,10,1
17704,2,10,1
17706,1,10,1
17711,2,10,1
17732,2,10,0
17734,2,10,0
17741,1,10,0
17765,2,10,0
17772,2,10,1
17774,2,10,1
17793,1,10,0
17795,2,10,1
17802,1,10,0
17804,2,10,1
17825,2,10,1
17831,1,10,1
17833,2,10,0
17854,2,10,0
17859,1,10,1
17863,1,10,0
17865,1,10,1
115,2,10,0
119,1,10,1
148,2,10,1
168,2,10,1
190,2,10,1
195,2,10,0
211,1,10,1
214,1,10,1
234,1,10,1
272,1,10,1
278,1,10,1
300,1,10,0
304,1,10,0
307,2,10,1
329,1,10,1
335,2,10,1
351,2,10,1
353,1,10,1
357,1,10,1
380,1,10,1
385,1,10,1
388,1,10,0
406,1,10,1
408,2,10,0
414,1,10,1
415,1,10,1
434,1,10,1
1083,1,10,1
1100,1,10,0
1118,2,10,1
1687,2,12,1
1692,1,10,0
1694,1,10,1
1717,1,10,1
1719,2,10,1
1721,1,10,1
1726,1,10,1
1728,1,10,1
1751,1,10,1
1753,1,10,1
1760,2,10,1
1762,2,10,1
1785,2,10,1
1787,1,10,0
1795,2,10,1
1796,1,10,1
1819,1,10,1
1821,2,10,1
1826,2,10,1
1828,2,10,1
1854,2,10,0
1860,1,11,0
4192,1,10,1
4195,2,10,1
4201,2,10,0
4218,2,10,1
4220,2,10,1
4228,2,10,1
4231,1,10,1
4252,1,10,1
4261,2,10,1
4265,1,10,0
4285,2,10,1
4287,1,10,1
4292,1,10,0
4294,1,10,1
4317,1,10,1
4319,1,10,1
4326,2,10,1
4328,1,10,1
4352,1,10,1
4353,1,10,0
4360,2,10,1
4383,1,10,1
4385,1,10,1
4390,1,10,1
4393,2,10,1
4394,2,10,1
5755,1,10,1
7703,2,10,1
7704,2,10,1
8202,2,10,1
8219,2,10,1
8231,1,10,1
8238,1,10,1
8253,1,10,0
8269,1,10,1
8279,1,10,1
8298,1,10,0
8325,1,10,0
8332,1,10,1
8356,1,10,1
8554,1,11,1
8568,1,14,1
8570,1,14,1
9332,1,10,1
9337,1,9,1
9343,2,10,1
9364,2,11,0
9384,1,10,1
9386,2,10,1
9393,2,10,1
9395,1,10,1
9418,2,10,1
9420,2,10,1
9427,1,10,1
9429,1,10,1
9452,2,10,0
9454,1,10,0
9459,1,10,0
9462,2,10,0
9468,1,10,1
9486,2,10,0
9488,2,10,1
9493,1,10,1
9499,1,10,1
9519,2,10,1
9520,2,10,1
9527,2,10,0
9529,1,10,1
9552,1,10,0
9554,1,10,1
9564,1,10,0
9563,1,10,1
9586,2,10,0
9595,1,10,0
10314,1,10,1
11425,2,7,1
11452,1,9,1
12734,1,10,1
12741,2,10,1
12757,2,10,1
12764,1,10,1
12765,1,10,1
12787,2,10,1
12826,1,10,0
12840,1,10,1
12847,2,10,1
12877,1,10,1
12891,1,10,0
12892,2,10,0
12895,1,10,0
12897,2,10,0
12907,1,10,0
12948,2,10,1
13112,1,10,1
13117,2,10,0
13119,2,10,1
13140,1,10,0
13212,1,10,0
13374,2,10,0
13701,1,10,1
13720,2,10,1
15098,2,10,1
15106,2,10,1
15128,2,10,1
15137,2,10,0
15165,2,10,1
224,2,10,1
15272,2,10,1
15277,2,10,1
1355,1,10,1
1382,1,10,1
5604,2,13,1
5611,2,13,1
5622,2,14,0
5632,1,14,1
5636,1,13,1
5659,1,14,1
5766,2,12,1
5677,2,14,1
5684,1,11,0
5688,1,11,0
5695,2,11,1
5702,1,11,1
5707,2,11,1
5725,2,13,1
5731,2,12,1
5737,1,12,1
5740,1,12,1
5759,1,13,0
5770,2,14,0
5771,1,13,1
5781,1,13,1
5794,2,12,1
5805,2,13,1
5818,2,11,0
5827,1,11,1
5837,2,11,1
5841,1,11,1
7936,2,10,1
7943,1,10,1
7950,1,10,1
91,2,10,1
7968,2,10,1
7975,1,10,0
8025,2,10,1
8048,1,10,0
8066,1,10,1
8073,2,10,1
8093,1,10,0
8098,1,10,0
8107,1,10,0
8114,1,10,1
8121,2,14,0
10285,2,12,0
10290,1,12,1
10297,1,11,0
10319,2,13,0
10327,2,11,1
10346,1,14,1
10359,1,13,1
10380,1,13,1
10405,1,14,1
10412,2,12,0
10419,1,13,0
10503,2,13,0
10527,2,11,0
10572,2,11,1
10621,1,11,1
10638,2,14,0
10645,1,11,0
10656,2,11,1
10681,2,12,0
10699,2,13,0
10749,2,12,0
10756,2,12,0
10785,1,11,0
10803,2,11,1
10835,1,14,0
10871,1,13,0
10878,2,12,0
10901,1,13,0
10903,2,12,1
10921,1,14,0
10987,2,13,1
10996,2,14,1
11003,2,13,1
11010,1,12,1
11035,2,13,1
11060,2,13,1
11078,2,11,0
11085,2,11,0
11110,1,11,1
17292,1,14,0
11228,1,12,1
11254,2,11,0
11278,1,13,1
11318,2,12,1
11374,1,12,0
11391,1,14,1
11426,2,14,1
11446,2,11,1
11465,1,14,0
11483,2,13,0
93,2,13,1
150,1,14,1
11522,1,11,1
14489,1,14,1
14897,2,13,0
14976,2,13,1
14979,1,14,1
15058,2,13,1
17155,1,13,1
15412,2,13,1
16374,1,10,1
6392,1,10,1
16402,2,10,1
6415,1,10,1
6488,2,10,1
6650,1,10,1
16597,2,9,0
17352,2,11,0
2915,1,9,1
2924,1,9,0
2932,1,9,0
2954,1,9,0
2973,2,9,0
2979,1,9,1
3005,1,9,0
3018,2,9,1
13189,2,10,1
13194,1,10,1
13225,2,10,1
13230,2,10,1
13242,2,10,1
13258,1,10,1
13261,1,10,1
13265,1,10,1
13283,1,10,1
13290,1,10,1
13295,1,10,1
13301,1,10,1
13311,1,10,1
13320,2,10,1
13326,2,10,0
13333,1,10,1
13344,2,10,1
13345,1,10,1
13358,1,10,1
13369,1,10,1
13383,2,10,1
13394,1,10,1
13401,2,10,1
13409,1,10,1
13419,2,10,1
14635,2,10,1
14642,2,10,0
14665,1,10,1
15281,2,10,0
14674,2,10,1
14685,1,10,1
14692,2,10,0
14705,2,10,1
14710,1,10,1
14717,1,10,1
14724,2,10,0
14735,1,10,1
14742,2,10,1
14749,2,12,1
14761,2,10,1
14767,1,10,1
15708,2,10,0
14785,2,10,0
14792,1,10,0
14799,1,10,1
14807,1,10,1
14812,1,10,1
14954,1,7,0
14960,2,6,0
15074,2,10,0
15084,1,10,1
15094,1,10,1
17626,2,10,1
15116,2,11,1
15127,2,10,0
15149,2,10,1
15166,1,10,1
17682,1,10,1
17687,2,10,1
15218,2,13,1
15286,2,13,1
17069,2,10,0
17117,1,10,1
17156,2,10,1
17231,2,10,1
17690,1,10,0
17697,2,10,0
17703,1,10,1
17714,2,10,1
17721,2,10,1
17728,1,10,1
17735,1,10,1
17742,1,10,1
17758,2,10,0
17764,2,10,0
17771,1,10,0
17781,1,10,1
17787,2,10,0
17792,2,10,1
17803,1,10,0
17809,1,10,1
17815,2,10,1
17826,1,10,1
17832,1,10,1
17840,2,10,0
17849,1,10,1
17855,1,10,0
17862,1,10,1
17866,1,10,0
142,2,10,1
152,1,10,1
177,1,10,1
184,1,10,1
189,2,10,0
194,1,10,1
226,1,10,1
237,1,10,1
257,1,10,1
271,1,10,1
279,2,10,0
285,2,10,1
292,2,10,1
17142,1,10,1
310,2,10,1
316,1,10,1
323,2,10,1
343,1,10,1
348,1,10,1
358,1,10,1
363,2,10,0
374,1,10,1
381,2,10,1
386,1,10,1
393,2,10,1
397,1,10,1
413,2,10,0
416,1,10,1
428,2,10,1
437,1,10,1
443,2,10,1
1112,1,10,1
1158,2,10,1
1173,2,11,1
1188,2,10,1
1693,1,10,1
1704,2,10,1
1711,1,10,1
1718,1,10,1
1732,2,10,1
1736,2,10,1
1743,2,10,1
1754,2,10,0
1761,1,10,1
1768,1,10,1
1779,2,10,1
1786,1,10,1
1793,1,10,1
1811,2,10,1
1818,2,10,0
1829,1,10,1
1836,2,10,0
1843,1,10,1
1856,2,10,0
4191,1,10,1
4202,2,10,1
4221,1,10,1
4233,2,10,1
4235,2,10,1
4247,2,10,1
4253,1,10,1
4284,2,10,1
4295,2,10,1
4302,2,10,1
4309,1,10,1
4321,2,10,1
4327,2,10,0
4343,1,10,1
4357,1,10,1
4368,2,10,1
4375,1,10,1
4382,2,10,1
4395,2,10,1
4401,2,10,0
4408,2,10,0
7700,2,10,1
8199,2,10,0
8205,2,10,1
8208,1,10,1
8213,1,10,0
8229,1,13,1
8232,1,10,0
8237,2,10,1
8254,1,10,0
8262,1,10,1
8270,1,10,1
8274,1,10,0
8331,2,10,1
8364,1,10,0
8555,1,11,1
8569,1,13,1
9330,1,10,0
9356,1,8,1
9372,1,10,1
9378,2,10,1
9385,2,10,1
9396,2,10,1
9403,2,10,1
9410,2,10,1
9421,2,10,1
9428,1,10,0
9435,2,10,1
9446,1,10,1
9453,1,10,1
9460,1,10,1
9471,2,10,0
9478,2,10,1
9485,2,10,1
9496,2,10,1
9504,2,10,0
12611,1,10,1
9521,1,10,1
9528,2,10,1
9538,2,10,1
9546,2,10,0
9556,1,10,1
9561,2,10,1
9571,1,10,1
9578,1,10,1
9585,1,10,0
9596,2,10,1
9604,1,10,0
11362,2,6,1
11435,1,6,1
11441,2,7,1
12516,1,11,1
12735,1,10,1
12740,1,10,1
12747,1,10,1
12753,2,10,1
12770,2,10,1
12785,1,10,1
12809,1,10,1
12820,2,10,1
12831,2,10,1
12836,1,10,1
12839,1,10,1
12854,1,10,1
12876,2,10,0
12896,2,10,1
12912,2,10,1
12940,2,10,1
12947,2,10,1
13050,1,10,0
13111,2,10,1
13116,2,10,1
13127,1,10,1
13134,2,10,1
13138,1,10,1
13141,2,10,1
13148,1,10,0
13210,1,10,0
13314,1,10,1
13346,1,10,1
13421,1,10,0
13468,1,10,0
15282,1,14,0
1079,2,14,1
1143,1,10,1
1224,1,10,1
1266,2,11,1
1272,2,10,1
1296,2,14,1
1317,1,11,1
1351,1,10,1
1460,2,11,1
1522,1,14,1
1537,2,10,1
1547,1,10,1
1551,2,10,0
1587,2,10,1
1593,1,14,1
1639,1,13,1
1650,2,10,1
12875,2,7,1
13364,1,11,1
8866,2,13,1
9861,1,10,1
3637,2,8,1
3852,1,9,1
3866,2,9,1
3870,1,9,1
3899,2,8,1
3911,2,9,1
3961,1,8,1
9219,1,7,0
15666,1,12,1
1769,1,11,0
14103,1,9,1
9913,1,13,0
1011,2,10,1
1013,2,14,1
1027,1,14,1
1077,2,10,1
1080,1,14,1
1121,2,14,1
1164,1,10,1
1215,1,14,1
1231,1,13,0
1237,2,14,1
1258,2,11,1
1285,1,10,0
1303,1,14,1
1353,1,10,0
1455,1,10,1
1462,2,10,1
1491,1,10,1
1521,1,10,1
1575,2,14,1
1595,2,10,0
1640,1,10,1
1641,2,14,1
9858,1,10,1
3684,2,9,0
3687,1,9,0
3720,2,9,1
3734,1,9,0
3771,1,8,1
3804,1,8,1
3833,2,9,1
3872,2,8,1
3901,1,9,1
3978,2,9,0
4000,1,9,0
4008,2,9,0
9690,1,11,1
9691,1,10,0
664,1,11,1
995,1,10,1
11401,2,10,1
11403,2,10,0
11436,1,10,0
11454,1,10,1
11456,1,10,1
11468,2,10,0
11470,1,10,1
11485,1,10,0
1506,2,10,1
11495,1,10,1
1549,2,10,1
11505,2,10,1
1588,1,10,1
11519,1,10,1
1629,2,10,0
11536,2,10,1
1674,2,10,1
11553,1,10,1
11568,1,10,0
1742,1,10,1
11587,1,10,0
11594,1,10,1
12786,1,10,1
12788,2,10,1
12802,2,10,1
12804,1,10,0
12819,2,10,1
12823,1,10,0
12933,2,10,1
12987,2,10,1
12985,1,10,1
12993,2,10,0
13003,1,10,1
13019,1,10,0
13020,1,10,0
13078,2,10,1
13080,1,10,0
13155,2,10,1
13165,2,10,1
13651,1,10,0
13724,2,10,0
13725,2,10,1
13736,1,10,0
13738,1,10,0
13748,1,10,1
13781,1,10,1
13782,1,10,0
13823,2,10,0
13817,2,10,0
13835,1,10,1
13836,1,10,1
13945,1,10,0
13948,1,10,1
13303,2,10,1
13963,2,10,1
13378,2,10,0
13434,2,10,0
13469,2,10,0
13501,1,10,1
14014,1,10,1
13543,2,10,1
14031,1,10,1
14076,2,10,1
14087,1,10,0
15758,1,10,1
15773,2,10,1
595,2,10,1
626,1,10,1
640,1,10,1
645,2,10,1
647,1,10,1
670,2,10,1
913,1,10,1
914,1,10,1
975,2,10,1
979,2,10,1
1035,2,10,1
1074,2,10,1
1093,2,10,0
1108,1,10,1
6236,2,10,1
6250,2,12,1
14622,1,14,1
15420,2,10,1
15450,1,10,1
2867,2,10,1
2873,1,10,1
15718,2,10,1
16389,2,10,0
16391,2,10,1
9178,1,10,1
16425,1,10,1
9214,2,10,1
9237,2,10,1
9255,2,10,0
9274,1,10,1
16491,1,10,1
16755,2,10,1
16774,2,10,1
16775,1,10,1
16784,1,10,1
12371,1,10,1
16801,2,10,1
12438,2,10,1
12442,2,10,1
12485,1,10,0
12491,1,10,1
16857,1,10,1
752,2,10,1
2135,2,10,1
2165,1,10,1
2189,1,10,0
2213,2,10,1
2284,2,10,0
2305,2,10,1
2353,1,10,1
2360,1,10,1
2476,2,10,1
2587,1,10,1
2711,2,10,1
2753,2,10,1
2795,2,10,1
2837,2,10,1
5607,2,10,1
8209,1,14,1
8608,1,14,0
8680,1,14,1
8762,2,14,1
11273,1,10,1
11279,2,10,1
11626,2,11,1
11639,1,11,1
11663,1,11,1
11665,2,11,0
11696,1,12,1
11715,1,12,1
11727,2,14,1
11729,1,11,1
11757,2,10,1
11773,1,10,1
11775,1,11,1
11787,1,11,1
11802,2,11,1
11804,1,14,0
11819,2,11,1
11821,1,10,1
11837,2,10,1
11867,1,10,1
11869,2,11,1
11900,1,11,1
11902,1,11,0
11934,2,11,1
11964,2,14,1
11990,2,11,1
12017,2,11,1
12021,2,11,1
12057,1,13,1
12084,1,14,1
12115,2,14,0
12160,1,14,1
12177,2,10,1
12225,1,11,1
12236,1,14,1
15018,1,12,1
16943,2,10,1
695,2,10,1
4093,1,10,1
8486,2,10,1
9256,1,10,0
10810,1,13,0
1042,1,14,1
1069,1,14,1
1124,2,14,1
1136,1,14,0
1154,1,13,1
1160,2,14,1
1192,1,10,1
1214,1,14,1
1219,1,14,1
1225,2,10,1
1300,1,13,1
1306,1,10,0
1311,1,10,1
1386,1,14,1
1421,1,14,1
1438,2,14,1
1449,2,10,1
1450,2,13,1
1479,1,14,0
1579,1,10,1
1591,1,10,0
1610,1,10,0
1654,1,14,1
14491,2,13,0
14981,2,13,1
15034,1,13,0
15042,2,13,1
15045,1,13,1
15270,2,13,1
15306,2,14,1
15455,2,14,1
16375,1,10,1
6536,2,10,0
6614,2,10,1
1747,1,10,1
2907,1,9,1
2934,1,9,0
2935,1,9,1
2964,1,9,0
2974,2,9,0
13196,2,10,1
13197,2,10,0
13202,1,10,1
13204,2,10,1
13205,1,10,1
13228,2,10,1
13231,2,10,1
13262,1,10,1
13259,1,10,1
13268,1,10,1
13292,2,10,1
13293,1,10,1
13300,2,10,0
13302,2,10,0
13325,2,10,1
13327,2,10,1
13357,1,10,1
13367,1,10,1
13391,2,10,1
13397,2,10,1
13402,2,10,1
14632,2,10,1
14637,1,10,1
15150,2,10,0
14643,2,10,1
14666,1,10,1
14675,1,10,0
14678,2,10,1
14700,2,10,1
14702,2,10,1
14707,1,10,1
14709,2,10,1
14711,1,10,1
14734,2,10,1
14736,2,10,0
15544,2,10,1
14743,1,10,1
14769,2,10,1
14768,2,10,0
14777,1,10,0
14802,1,10,1
14808,2,10,0
14815,1,10,1
14811,1,10,1
14953,2,9,0
14955,1,6,1
15090,1,10,1
15092,1,10,1
15099,2,10,1
15101,1,10,1
15130,2,10,1
15131,1,10,1
15133,2,10,1
15135,2,10,1
15158,2,10,1
17677,1,10,1
17683,2,10,1
15346,2,10,1
15347,2,10,0
17031,1,10,1
17054,2,10,1
17059,2,10,1
17089,2,10,0
17092,1,10,1
17118,2,10,1
17148,2,10,1
17149,2,10,1
17153,1,10,1
11674,2,10,1
17180,2,10,1
11719,1,10,0
17221,1,10,1
17689,2,10,1
17696,1,10,0
17698,1,10,0
17722,2,10,0
17729,2,10,0
17748,2,10,0
17750,1,10,0
17755,1,10,0
17757,2,10,1
17759,1,10,0
17778,1,10,0
17780,2,10,0
17782,2,10,1
17786,1,10,0
17788,2,10,0
17810,2,10,1
17816,1,10,0
17818,2,10,0
17841,1,10,1
17842,2,10,0
17848,1,10,1
17851,2,10,1
129,2,10,0
162,2,10,1
178,2,10,1
183,2,10,1
202,1,10,1
220,1,10,1
254,1,10,0
263,1,10,1
265,2,10,0
284,2,10,1
286,2,10,1
293,2,10,1
322,2,10,1
324,1,10,1
345,2,10,1
344,2,10,1
349,2,10,0
365,1,10,1
371,1,10,1
373,1,10,1
400,1,10,1
401,2,10,1
420,2,10,0
427,2,10,1
1092,2,10,1
1131,1,10,0
1134,2,10,0
1151,1,10,1
1162,1,10,1
1166,2,10,1
1178,1,10,0
1701,2,10,1
1703,1,10,0
1710,2,10,1
1712,2,10,1
1746,1,10,1
1744,2,10,1
1749,1,10,1
1770,1,10,1
1776,2,10,1
1778,2,10,1
8160,1,10,1
1801,2,10,0
1803,2,10,1
1810,2,10,1
1812,1,10,1
1835,2,10,1
1837,1,10,1
1844,2,10,1
1846,2,10,0
4211,2,10,1
4213,2,10,1
4236,2,10,1
4238,2,10,1
4245,1,10,0
4268,2,10,1
4277,1,10,1
4301,1,10,1
4303,2,10,1
4310,2,10,1
4313,2,10,0
4335,2,10,1
4340,1,10,1
4342,1,10,1
4367,1,10,1
4370,2,10,1
4376,1,10,1
4399,1,10,1
4402,2,10,1
6339,1,10,0
5679,1,10,1
5711,2,10,1
5831,2,10,1
5862,2,10,1
5875,2,11,0
8207,1,10,1
8214,2,10,1
8222,2,10,1
8224,2,10,1
8242,1,10,1
8246,1,10,1
8261,1,10,1
8267,2,10,1
8282,1,10,0
8283,2,12,0
8302,1,10,1
8361,1,10,0
8370,2,10,1
8548,1,11,1
8549,1,11,1
8559,1,11,1
8560,1,13,1
8584,1,14,1
9329,1,10,1
9340,2,10,1
9369,1,11,1
9371,1,10,1
9377,2,10,1
